0.9788625803262482, 0.08515870436572381
0.986494611962432, 0.10966309175603861
0.9941266435986159, 0.1366807496479261
1.0017586752347998, 0.17060990141913113
1.0093907068709838, 0.20579568844112295
1.0170227385071675, 0.2447513812154698
1.0246547701433515, 0.28873361499295846
1.0322868017795355, 0.3584768714115478
1.038878101828967, 0.5076237677391395
1.0447755808205637, 0.6641883026998405
1.0510199703410776, 0.825456493217299
1.0569174493326743, 0.9706938576535586
1.0624680177953536, 1.116699165854187
1.0680185862580327, 1.2618405373199009
1.0735691547207118, 1.4121655291951036
1.079119723183391, 1.5624905210703064
1.0846702916460702, 1.7145433864153397
1.089873949579832, 1.864374700156306
1.0950776075135937, 2.022104864045066
1.1002812654473555, 2.1803287060680625
1.1051380128521997, 2.3383057090239414
1.1099947602570441, 2.4992447807852427
1.1145045971329708, 2.656234427472647
1.1186675234799803, 2.8013757989383605
1.1228304498269897, 2.9465171704040736
1.1269933761739992, 3.100873867042213
1.1311563025210085, 3.256382479326906
1.1353192288680178, 3.423410248077132
1.1391352446861098, 3.5879038024049406
1.1426043499752843, 3.7371920701982457
1.146073455264459, 3.8961564294225983
1.1596029658922393, 4.610459321850287
1.1623782501235789, 4.78497454230311
1.164806623826001, 4.93241974506193
